archivo,40 - 50,30 - 40,20 - 30,0 - 10,%
03-16-12.PNG,10.68,27.5,33.09,28.72,26.7
03-26-12.PNG,6.0,20.48,43.0,30.52,27.34
04-03-12.PNG,5.27,24.24,38.82,31.67,20.15
04-10-12.PNG,2.76,10.72,51.91,34.61,23.3
04-16-12.PNG,2.45,18.19,58.76,20.6,23.59
04-26-12.PNG,0.99,10.91,68.48,19.63,24.05
05-01-12.PNG,0.0,8.41,71.96,19.62,20.87
05-08-12.PNG,0.23,14.36,63.27,22.14,20.31
